ID,Year,Host,State,County,Country,Field,Form.ID,Serial_agar_dilution_for_creating_the_model_..N.20.,hyphal_tip..ht.,DNA.Extraction,lat,long,Size.of.field..acres.,Percentage.Affected,History,Plot,Number.of.Years,Fungicide.This.Year,Chemigation,Applied.for.White.Mold,Fungicide_current_season,molecule.s._current_season,company_current_season,Timing,Applications,Rate,Pre.2015.Fungicides,Number.of.Years.1,Fungicide_previous_seasons,molecule.s._previous_seasons,company_previous_seasons,Timing..Soybean,Notes,Apparently.low.sensitiviy,Group_MOA_current_season,Group_MOA_previous_seasons,Fungicide_status,Selection_fungicides,Source
715,2007,drybeans,ND,Red River Valley,USA,WM_production_2,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
716,2007,drybeans,ND,Red River Valley,USA,WM_production_2,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
717,2007,drybeans,ND,Red River Valley,USA,WM_production_3,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
718,2007,drybeans,ND,Red River Valley,USA,WM_production_3,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
719,2007,drybeans,ND,Red River Valley,USA,WM_production_3,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
720,2007,drybeans,ND,Red River Valley,USA,WM_production_3,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
721,2007,drybeans,ND,Red River Valley,USA,WM_production_3,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
722,2007,drybeans,ND,Red River Valley,USA,WM_production_3,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
723,2007,drybeans,ND,Red River Valley,USA,WM_production_3,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
724,2007,drybeans,CO,Lucerne,USA,WM_production_4,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
725,2007,drybeans,CO,Lucerne,USA,WM_production_4,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
726,2007,drybeans,CO,Lucerne,USA,WM_production_4,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
727,2007,drybeans,CO,Lucerne,USA,WM_production_4,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
728,2007,drybeans,CO,Lucerne,USA,WM_production_4,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
729,2007,drybeans,CO,Lucerne,USA,WM_production_4,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
730,2007,drybeans,CO,Lucerne,USA,WM_production_4,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
731,2007,drybeans,CO,Greeley,USA,WM_production_5,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
732,2007,drybeans,CO,Greeley,USA,WM_production_5,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
733,2007,drybeans,CO,Greeley,USA,WM_production_5,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
734,2007,drybeans,CO,Greeley,USA,WM_production_5,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
735,2007,drybeans,CO,Greeley,USA,WM_production_5,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
736,2007,drybeans,CO,Greeley,USA,WM_production_5,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
737,2007,drybeans,CO,Greeley,USA,WM_production_5,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
738,2007,drybeans,CO,Eaton,USA,WM_production_6,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
739,2007,drybeans,CO,Eaton,USA,WM_production_6,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
740,2007,drybeans,CO,Eaton,USA,WM_production_6,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
741,2007,drybeans,CO,Eaton,USA,WM_production_6,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
743,2007,drybeans,CO,Eaton,USA,WM_production_6,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
744,2007,drybeans,CO,Eaton,USA,WM_production_6,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
745,2007,drybeans,MI,Filion,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
746,2007,drybeans,NE,Mitchell,USA,WM_production_7,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
747,2007,drybeans,NE,Mitchell,USA,WM_production_7,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
748,2007,drybeans,NE,Mitchell,USA,WM_production_7,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
749,2007,drybeans,NE,Mitchell,USA,WM_production_7,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
750,2007,drybeans,NE,Mitchell,USA,WM_production_7,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
751,2007,drybeans,NE,Scottsbluff,USA,WM_production_8,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
752,2007,drybeans,NE,Scottsbluff,USA,WM_production_8,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
753,2007,drybeans,NE,Scottsbluff,USA,WM_production_8,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
754,2007,drybeans,NE,Scottsbluff,USA,WM_production_8,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
755,2007,drybeans,NE,Scottsbluff,USA,WM_production_8,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
756,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
757,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
758,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
759,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
760,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
762,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
763,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
764,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
765,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
766,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
767,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
768,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
769,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
770,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
771,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
772,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
773,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
774,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
775,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
776,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
777,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
778,2007,drybeans,WA,Prosser,USA,WM_production_9,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
779,2008,drybeans,SIN,Guamuchil,mexico,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
780,2008,drybeans,NE,Scottsbluff,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
781,2008,drybeans,NE,Scottsbluff,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
782,2008,drybeans,NE,Scottsbluff,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
783,2008,drybeans,NE,Scottsbluff,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
784,2008,drybeans,NE,Scottsbluff,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
785,2008,drybeans,NE,Scottsbluff,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
786,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
787,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
788,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
789,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
790,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
791,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
792,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
793,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
794,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
795,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
796,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
797,2008,drybeans,WA,Paterson,USA,WM_production_10,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
798,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
799,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
800,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,Yes,Yes,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
801,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
802,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
803,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
804,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
805,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
806,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
807,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
808,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
809,2008,drybeans,MI,East Lansing ,USA,WM_nursery_20,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
810,2008,drybeans,MI,Tuscola,USA,WM_production_11,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
811,2008,drybeans,MI,Tuscola,USA,WM_production_11,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
812,2008,drybeans,MI,Tuscola,USA,WM_production_11,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
813,2008,drybeans,MI,Tuscola,USA,WM_production_11,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
814,2008,drybeans,MI,Huron,USA,WM_production_12,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
815,2008,drybeans,MI,Huron,USA,WM_production_12,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
816,2008,drybeans,MI,Huron,USA,WM_production_12,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
817,2008,drybeans,MI,Sanilac,USA,WM_production_13,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
818,2008,drybeans,MI,Sanilac,USA,WM_production_13,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
819,2008,drybeans,MI,Sanilac,USA,WM_production_13,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
820,2009,sunflower,ND,Grafton ,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
821,2009,sunflower,MN,Fosston,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
822,2009,sunflower,ND,Sheyenne,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
823,2009,sunflower,MN,Crookston,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
824,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Baseline
825,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
826,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
827,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
828,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
829,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
830,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
831,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
832,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
833,2008,drybeans,NE,Scottsbluff,USA,WM_nursery_21,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
834,2008,soybeans,NE,Auburn,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
835,2009,drybeans,NE,Scottsbluff,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
836,2009,drybeans,MI,Montcalm,USA,WM_nursery_22,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Baseline
