Collection_ID,Year,Host,State,County,Country,Field,Form ID,Serial_agar_dilution_for_creating_the_model_ (N=20),Origin,hyphal_tip (ht),DNA Extraction,lat,long,Size of field (acres),Percentage Affected ,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Fungicide_current_season,molecule(s)_current_season,company_current_season,Timing,Applications,Rate,Pre-2015 Fungicides,Number of Years,Fungicide_previous_seasons,molecule(s)_previous_seasons,company_previous_seasons,Timing: Soybean,Notes,Apparently low sensitiviy
973C,2012,soybeans,BA,,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
973D,2012,soybeans,BA,,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
973E,2012,soybeans,BA,,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
974,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
974A,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
974B,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
974C,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
974D,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
974E,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
975,2012,soybeans,RS,Coxilha,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
975A,2012,soybeans,RS,Coxilha,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
975B,2012,soybeans,RS,Coxilha,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
975C,2012,soybeans,RS,Coxilha,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
975D,2012,soybeans,RS,Coxilha,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
975E,2012,soybeans,RS,Coxilha,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
976,2012,soybeans,RS,Faxinal,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
976A,2012,soybeans,RS,Faxinal,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
976B,2012,soybeans,RS,Faxinal,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
976C,2012,soybeans,RS,Faxinal,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
976D,2012,soybeans,RS,Faxinal,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
976E,2012,soybeans,RS,Faxinal,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
977,2012,soybeans,MS,Chapadão do Sul,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
977A,2012,soybeans,MS,Chapadão do Sul,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
977B,2012,soybeans,MS,Chapadão do Sul,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
977C,2012,soybeans,MS,Chapadão do Sul,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
977D,2012,soybeans,MS,Chapadão do Sul,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
977E,2012,soybeans,MS,Chapadão do Sul,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
978,2012,soybeans,GO,Rio Verde,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
978A,2012,soybeans,GO,Rio Verde,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
978B,2012,soybeans,GO,Rio Verde,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
978C,2012,soybeans,GO,Rio Verde,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
978D,2012,soybeans,GO,Rio Verde,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
978E,2012,soybeans,GO,Rio Verde,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
979,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
979A,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
979B,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
979C,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
979D,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
979E,2012,soybeans,RS,Vacaria,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
980,2012,drybeans,NE,Scottsbluff,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
981,2013,drybeans,NE,Scottsbluff and Mitchell,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
982,2013,soybeans,NE,Wahoo,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
983,2013,,MI,Huron,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
984,2013,,MI,Montcalm ,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
985,2012,drybeans,WI,Grand Marsh,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
986,2012,drybeans,WI,Grand Marsh,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
987,2012,drybeans,WI,Grand Marsh,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
988,2014,drybeans,CO,Yuma ,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
989,2014,drybeans,CO,Yuma ,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
990,2014,drybeans,CO,Yuma ,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
991,2014,drybeans,CO,Yuma ,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
992,2014,drybeans,CO,Yuma ,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
993,2014,drybeans,CO,Yuma ,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
994,2014,drybeans,NE,Bayard,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
995,2014,drybeans,NE,Hay Springs,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
996,2014,drybeans,NE,Alliance,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
997,2014,drybeans,MO,Ste. Genevieve,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
998,2014,drybeans,MI,Tuscola,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
999,2014,drybeans,MI,Montcalm,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1000,2014,drybeans,MI,Sanilac,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1001,2014,drybeans,MI,Sanilac,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1002,2014,drybeans,MI,Sanilac,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1003,2014,drybeans,MI,Alcona,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1004,2014,drybeans,MI,Montcalm,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1005,2014,drybeans,MI,Gratiot,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1006,2014,drybeans,MI,Huron,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1007,2014,drybeans,MI,Tuscola,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1008,2014,drybeans,MI,Sanilac,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1009,2014,drybeans,MI,Bay,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1010,2014,soybeans,PR,Campo Mourão,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1011,2014,soybeans,PR,Campo Mourão,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1012,2014,soybeans,PR,Campo Mourão,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1013,2014,soybeans,PR,Campo Mourão,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1014,2014,soybeans,PR,Campo Mourão,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1015,2012,soybeans,GO,São Miguel do Passo Quatro,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1016,2012,soybeans,PR,Pinhão,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1017,2012,soybeans,GO,Formoso,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1018,2012,soybeans,PR,Guarapuava,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1019,2012,soybeans,BA,Luiz Eduardo Magalhães,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
1020,2012,soybeans,PR,Mauá da Serra,brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,2012,soybeans,RS,Nᾶo me Toque,brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,2012,soybeans,BA,Sᾶo Desidério,brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,2012,peas,MT,Lewis and Clark,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,2016,lens,MT,Flathead,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,2016,soybeans,IA,Polk ,USA,po,,Yes,trial,Yes,No,41.5904,93.3835,,,Johnston Treatment #8 Plot 403 Stratego YLD at R3 (see special notes),,,,,Stratego YLD,prothioconazole + trifloxystrobin,,,1,3,,,,,,,,
1026,2016,soybeans,IA,Polk ,USA,po,,Yes,trial,Yes,No,41.5904,93.3835,,,Johnston Treatment #4 Plot 402 Priaxor  at R1 (see special notes),,,,,Priaxor,fluxapyroxad + pyraclostrobin,,,1,8,,,,,,,,
1027,2016,soybeans,IA,Polk ,USA,po,,Yes,trial,Yes,No,41.5904,93.3835,,,Johnston Treatment #2 Plot 304 Topguard at R1 (see special notes),,,,,Topguard,flutriafol,,,1,6,,,,,,,,
1028,2016,soybeans,IA,Polk ,USA,po,,No,trial,No,No,41.5904,93.3835,,,Johnston Treatment #7 Plot 302 Priaxor at R1 (see special notes),,,,,Priaxor,fluxapyroxad + pyraclostrobin,,,1,8,,,,,,,,
1029,2016,soybeans,IA,Polk ,USA,po,,Yes,trial,Yes,No,41.5904,93.3835,,,Johnston Treatment #3 Plot 301 Headline at R1 (see special notes),,,,,Headline,pyraclostrobin,,,1,0.5,,,,,,,,
1030,2016,soybeans,IA,Polk ,USA,po,,No,trial,No,No,41.5904,93.3835,,,Johnston Treatment #9 Plot 204 Quadris Top SBX at R3 (see special notes),,,,,Quadris Top SBX,azoxystrobin + difenoconazole,,,1,7,,,,,,,,
1031,2016,soybeans,IA,Polk ,USA,po,,No,trial,No,No,41.5904,93.3835,,,Johnston Treatment #3 Plot 202 Headline at R1 (see special notes),,,,,Headline,pyraclostrobin,,,1,0.5,,,,,,,,
1032,2016,soybeans,IA,Polk ,USA,po,,Yes,trial,Yes,No,41.5904,93.3835,,,Johnston Treatment #4 Plot 104 Priaxor at R1 (see special notes),,,,,Priaxor,fluxapyroxad + pyraclostrobin,,,1,8,,,,,,,,
1033,2016,soybeans,IA,Polk ,USA,po,,Yes,trial,Yes,No,41.5904,93.3835,,,Johnston Treatment #3 Plot 103 Headline at R1 (see special notes),,,,,Headline,pyraclostrobin,,,1,0.5,,,,,,,,
1034,2016,soybeans,IA,Polk ,USA,po,,No,trial,Yes,No,41.5904,93.3835,,,Johnston Treatment #2 Plot 102 Topguard at R1 (see special notes),,,,,Topguard,flutriafol,,,1,6,,,,,,,,
1035,2016,soybeans,IA,Polk ,USA,po,,No,trial,Yes,No,41.5904,93.3835,,,Johnston Treatment #5 Plot 404 Topguard at R3 (see special notes),,,,,Topguard,flutriafol,,,1,6,,,,,,,,
1036,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,"Nashua Treatment #3 Sample #1 10-21-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1037,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,"Nashua Treatment #3 Sample #2 10-21-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1038,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,"Nashua Treatment #3 Sample #3 10-21-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1039,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,"Nashua Treatment #3 Sample #4 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1040,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,"Nashua Treatment #3 Sample #5 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1041,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,"Nashua  Sample #6 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1042,2016,soybeans,IA,Floyd,USA,flo,,No,trial,No,No,42.931478,92.57487,,,"Nashua Treatment #3 Sample #7 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1043,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,"Nashua Treatment #3 Sample #8 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1044,2016,soybeans,IA,Floyd,USA,flo,,No,trial,No,No,42.931478,92.57487,,,"Nashua Treatment #3 Sample #11 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1045,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,"Nashua  Sample #10  (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1046,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,"Nashua Treatment #3 Sample #9 10-24-16 (ILEVO-fluopyram, seedtreatment)",,,,,,,,,,,,,,,,,,
1047,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #11 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1048,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #11 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1049,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #11 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1050,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #8 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1051,2016,soybeans,IA,Floyd,USA,flo,,No,trial,No,No,42.931478,92.57487,,,Nashua untreated Sample #7 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1052,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #6 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1053,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #5 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1054,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #4 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1055,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #3 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1056,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #2 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1057,2016,soybeans,IA,Floyd,USA,flo,,No,trial,Yes,No,42.931478,92.57487,,,Nashua untreated Sample #1 10-21-16 (see special notes),,,,,,,,,,,,,,,,,,
1058,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,Yes,No,42.722078,84.472741,,,"Fungicide treatment plots  Topsin-3 Plant 8 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,?for Montcalm 2015 it says the highest dose at least where the databse of Morgan,,,,,,"Using GPS coordinates of Department of plant sciences meanwhile,  4.5 fl oz is the name of the product nor the dose and it says the highes that is why picked 20",
1059,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,Yes,No,42.722078,84.472741,,,"Fungicide treatment plots Topsin-3 Plant 9 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1060,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,,"Fungicide treatment plots Topsin-4 Plant 1 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1061,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,,"Fungicide treatment plots Topsin-4 Plant 2 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1062,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-4 Plant 3 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1063,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-4 Plant 4 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1064,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,Yes,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-4 Plant 5 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1065,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,,"Fungicide treatment plots Topsin-4 Plant 6 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1066,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-4 Plant 7 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1067,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-4 Plant 8 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1068,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-4 Plant 9 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1069,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,,"Fungicide treatment plots Topsin-5 Plant 1 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1070,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,Yes,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-5 Plant 2 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1071,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,Yes,No,42.722078,84.472741,,,"Fungicide treatment plots Topsin-5 Plant 3 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1072,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,Yes,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-5 Plant 4 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1073,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,Yes,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-5 Plant 5 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1074,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-5 Plant 6 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1075,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-5 Plant 7 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1076,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-5 Plant 8 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1077,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Topsin-5 Plant 9 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,Topsin,thiophanate_methyl,,,2,30,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1078,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-1 Plant 1 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1079,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-2 Plant 1 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1080,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,Yes,No,42.722078,84.472741,,," Fungicide treatment plots Endura-2 Plant 2 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1081,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,,"Fungicide treatment plots Endura-2 Plant 3 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1082,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-2 Plant 4 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1083,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-2 Plant 5 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1084,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,,"Fungicide treatment plots Endura-2 Plant 6 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1085,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-2 Plant 7 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1086,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,Yes,No,42.722078,84.472741,,," Fungicide treatment plots Endura-2 Plant 8 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1087,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-2 Plant 9 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1088,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-3 Plant 1 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1089,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-3 Plant 2 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1090,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-3 Plant 3 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
1091,2016,soybeans,MI,East Lansing,USA,lan,,No,trial,No,No,42.722078,84.472741,,," Fungicide treatment plots Endura-3 Plant 4 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,Endura,boscalid,,,2,11,,,,,,,Using GPS coordinates of Department of plant sciences meanwhile,
